대륙,국적,성별,202101 ,202102 ,202103 ,202104 ,202105 ,202106 ,202107 ,202108 ,202109 ,202110 ,202111 ,202112 
아시아주,중국,남성,4637 ,5865 ,7641 ,6601 ,6135 ,5987 ,5890 ,8894 ,8589 ,7042 ,7695 ,8088 
아시아주,중국,여성,909 ,3432 ,4614 ,2535 ,2135 ,2148 ,2781 ,6507 ,6468 ,3061 ,2284 ,2041 
아시아주,필리핀,남성,8053 ,7975 ,9227 ,8404 ,8931 ,9541 ,10173 ,10858 ,9673 ,10620 ,11108 ,11047 
아시아주,필리핀,여성,133 ,104 ,120 ,89 ,112 ,130 ,191 ,171 ,127 ,148 ,160 ,221 
아시아주,한국계중국인,남성,1667 ,2148 ,5256 ,5613 ,4394 ,3627 ,3974 ,1574 ,3661 ,3548 ,2371 ,1709 
아시아주,한국계중국인,여성,1015 ,1265 ,2830 ,3550 ,2823 ,2621 ,2922 ,1047 ,2554 ,2724 ,1775 ,1261 
아시아주,미얀마,남성,5342 ,4210 ,4759 ,4326 ,4293 ,4960 ,4521 ,4070 ,3933 ,5030 ,5326 ,5583 
아시아주,미얀마,여성,35 ,64 ,29 ,18 ,18 ,43 ,16 ,74 ,146 ,40 ,77 ,110 
아시아주,인도네시아,남성,3137 ,3217 ,3523 ,3652 ,4046 ,4490 ,4485 ,4053 ,2940 ,3193 ,3876 ,4904 
아시아주,인도네시아,여성,86 ,355 ,102 ,77 ,77 ,81 ,79 ,153 ,113 ,60 ,103 ,196 
아시아주,인도,남성,2663 ,2156 ,2845 ,2250 ,1898 ,2028 ,2603 ,3011 ,2621 ,3104 ,2596 ,2295 
아시아주,인도,여성,82 ,187 ,137 ,114 ,62 ,66 ,113 ,152 ,143 ,114 ,185 ,208 
아시아주,베트남,남성,770 ,1005 ,1305 ,1045 ,1113 ,1382 ,1225 ,1191 ,1184 ,1155 ,1594 ,2122 
아시아주,베트남,여성,488 ,850 ,1091 ,481 ,832 ,947 ,679 ,941 ,745 ,531 ,727 ,1956 
아시아주,일본,남성,1054 ,738 ,724 ,747 ,759 ,706 ,677 ,851 ,761 ,1005 ,1064 ,719 
아시아주,일본,여성,512 ,1173 ,395 ,343 ,826 ,360 ,414 ,1663 ,597 ,502 ,810 ,625 
아시아주,우즈베키스탄,남성,250 ,425 ,702 ,1088 ,831 ,1077 ,1033 ,1086 ,1100 ,825 ,631 ,835 
아시아주,우즈베키스탄,여성,241 ,261 ,307 ,450 ,452 ,752 ,917 ,682 ,942 ,620 ,373 ,297 
아시아주,카자흐스탄,남성,301 ,439 ,430 ,424 ,397 ,364 ,509 ,555 ,621 ,377 ,240 ,171 
아시아주,카자흐스탄,여성,298 ,495 ,434 ,395 ,357 ,367 ,547 ,532 ,640 ,325 ,159 ,127 
아시아주,타이,남성,526 ,249 ,363 ,389 ,449 ,709 ,530 ,302 ,642 ,700 ,602 ,519 
아시아주,타이,여성,158 ,209 ,156 ,205 ,287 ,299 ,265 ,374 ,256 ,235 ,394 ,533 
아시아주,싱가포르,남성,69 ,60 ,67 ,91 ,64 ,88 ,126 ,136 ,168 ,319 ,1364 ,1904 
아시아주,싱가포르,여성,22 ,43 ,24 ,14 ,18 ,14 ,19 ,76 ,40 ,51 ,1065 ,1783 
아시아주,몽골,남성,56 ,146 ,78 ,73 ,122 ,129 ,143 ,388 ,487 ,220 ,211 ,667 
아시아주,몽골,여성,83 ,202 ,126 ,92 ,195 ,199 ,233 ,683 ,680 ,306 ,261 ,731 
아시아주,캄보디아,남성,320 ,353 ,431 ,520 ,479 ,320 ,139 ,149 ,252 ,166 ,413 ,416 
아시아주,캄보디아,여성,119 ,143 ,158 ,116 ,225 ,239 ,145 ,127 ,145 ,104 ,193 ,236 
아시아주,타이완,남성,233 ,250 ,285 ,268 ,301 ,306 ,307 ,335 ,289 ,335 ,331 ,273 
아시아주,타이완,여성,117 ,294 ,154 ,144 ,174 ,164 ,145 ,403 ,129 ,180 ,205 ,157 
아시아주,터키,남성,317 ,318 ,465 ,364 ,382 ,399 ,457 ,551 ,372 ,592 ,408 ,395 
아시아주,터키,여성,15 ,66 ,28 ,8 ,22 ,27 ,43 ,158 ,33 ,25 ,24 ,36 
아시아주,말레이시아,남성,219 ,255 ,297 ,236 ,233 ,309 ,317 ,351 ,316 ,362 ,447 ,359 
아시아주,말레이시아,여성,26 ,142 ,40 ,28 ,26 ,19 ,48 ,221 ,46 ,45 ,151 ,103 
아시아주,스리랑카,남성,226 ,151 ,384 ,306 ,290 ,297 ,332 ,316 ,376 ,336 ,378 ,588 
아시아주,스리랑카,여성,1 ,11 ,4 ,3 ,8 ,5 ,7 ,29 ,17 ,16 ,27 ,29 
아시아주,방글라데시,남성,167 ,108 ,366 ,146 ,193 ,128 ,145 ,118 ,143 ,238 ,284 ,536 
아시아주,방글라데시,여성,2 ,3 ,68 ,58 ,60 ,28 ,35 ,36 ,22 ,37 ,64 ,74 
아시아주,파키스탄,남성,155 ,280 ,248 ,363 ,108 ,196 ,126 ,160 ,176 ,111 ,167 ,285 
아시아주,파키스탄,여성,45 ,89 ,69 ,111 ,34 ,47 ,14 ,35 ,43 ,24 ,25 ,40 
아시아주,키르기즈,남성,16 ,18 ,40 ,112 ,106 ,112 ,190 ,188 ,171 ,288 ,202 ,111 
아시아주,키르기즈,여성,11 ,13 ,55 ,69 ,82 ,92 ,123 ,189 ,121 ,149 ,82 ,62 
아시아주,네팔,남성,31 ,38 ,24 ,48 ,44 ,82 ,97 ,98 ,111 ,205 ,331 ,1058 
아시아주,네팔,여성,9 ,1 ,8 ,29 ,18 ,17 ,22 ,33 ,59 ,51 ,49 ,121 
아시아주,아랍에미리트연합,남성,48 ,64 ,72 ,62 ,64 ,77 ,100 ,110 ,118 ,196 ,141 ,120 
아시아주,아랍에미리트연합,여성,20 ,26 ,15 ,9 ,17 ,23 ,39 ,44 ,29 ,50 ,32 ,52 
아시아주,타지키스탄,남성,19 ,43 ,61 ,108 ,119 ,149 ,104 ,108 ,80 ,150 ,223 ,130 
아시아주,타지키스탄,여성,13 ,13 ,6 ,11 ,4 ,15 ,19 ,13 ,24 ,22 ,18 ,24 
아시아주,홍콩,남성,34 ,50 ,30 ,22 ,44 ,49 ,53 ,73 ,54 ,75 ,64 ,57 
아시아주,홍콩,여성,40 ,84 ,66 ,24 ,56 ,34 ,47 ,140 ,84 ,59 ,76 ,66 
아시아주,사우디아라비아,남성,28 ,66 ,51 ,12 ,42 ,30 ,63 ,106 ,53 ,208 ,148 ,124 
아시아주,사우디아라비아,여성,17 ,31 ,12 ,7 ,20 ,18 ,26 ,61 ,19 ,23 ,21 ,54 
아시아주,이스라엘,남성,14 ,15 ,33 ,91 ,95 ,102 ,90 ,102 ,42 ,171 ,118 ,88 
아시아주,이스라엘,여성,6 ,5 ,5 ,6 ,12 ,8 ,34 ,27 ,7 ,19 ,23 ,16 
아시아주,이라크,남성,48 ,48 ,39 ,38 ,47 ,48 ,54 ,124 ,73 ,45 ,53 ,66 
아시아주,이라크,여성,4 ,12 ,5 ,3 ,1 ,3 ,9 ,18 ,8 ,5 ,8 ,12 
아시아주,요르단,남성,34 ,45 ,52 ,33 ,41 ,41 ,62 ,78 ,84 ,77 ,58 ,43 
아시아주,요르단,여성,2 ,6 ,5 ,4 ,7 ,6 ,13 ,20 ,9 ,12 ,11 ,4 
아시아주,시리아,남성,18 ,19 ,56 ,19 ,26 ,31 ,49 ,38 ,110 ,108 ,58 ,29 
아시아주,시리아,여성,5 ,2 ,6 ,1 ,3 ,0 ,2 ,11 ,11 ,9 ,12 ,3 
아시아주,아프가니스탄,남성,13 ,15 ,13 ,12 ,18 ,20 ,19 ,211 ,11 ,22 ,15 ,8 
아시아주,아프가니스탄,여성,4 ,3 ,1 ,1 ,6 ,8 ,1 ,200 ,2 ,10 ,0 ,8 
아시아주,이란,남성,12 ,24 ,22 ,9 ,10 ,9 ,16 ,39 ,30 ,27 ,41 ,29 
아시아주,이란,여성,15 ,27 ,24 ,9 ,18 ,12 ,11 ,63 ,22 ,11 ,25 ,25 
아시아주,라오스,남성,2 ,18 ,3 ,4 ,3 ,5 ,7 ,27 ,47 ,27 ,25 ,55 
아시아주,라오스,여성,2 ,21 ,12 ,8 ,11 ,10 ,10 ,31 ,15 ,12 ,23 ,34 
아시아주,레바논,남성,23 ,9 ,24 ,27 ,16 ,53 ,22 ,38 ,61 ,26 ,41 ,27 
아시아주,레바논,여성,0 ,0 ,0 ,2 ,2 ,0 ,0 ,5 ,1 ,2 ,1 ,0 
아시아주,티모르민주공화국,남성,3 ,1 ,2 ,47 ,0 ,63 ,2 ,3 ,2 ,67 ,26 ,98 
아시아주,티모르민주공화국,여성,5 ,0 ,1 ,0 ,0 ,0 ,4 ,0 ,4 ,6 ,0 ,2 
