년,월,국적지역,입국자수,날짜,방문년월,계절
2024,8,루마니아,1378,2024-08-01,2024-08,여름
2024,9,루마니아,1584,2024-09-01,2024-09,가을
2024,10,루마니아,1993,2024-10-01,2024-10,가을
2024,11,루마니아,1096,2024-11-01,2024-11,가을
2024,12,루마니아,842,2024-12-01,2024-12,겨울
2022,1,리투아니아,47,2022-01-01,2022-01,겨울
2022,2,리투아니아,82,2022-02-01,2022-02,겨울
2022,3,리투아니아,32,2022-03-01,2022-03,봄
2022,4,리투아니아,68,2022-04-01,2022-04,봄
2022,5,리투아니아,109,2022-05-01,2022-05,봄
2022,6,리투아니아,152,2022-06-01,2022-06,여름
2022,7,리투아니아,119,2022-07-01,2022-07,여름
2022,8,리투아니아,193,2022-08-01,2022-08,여름
2022,9,리투아니아,170,2022-09-01,2022-09,가을
2022,10,리투아니아,242,2022-10-01,2022-10,가을
2022,11,리투아니아,264,2022-11-01,2022-11,가을
2022,12,리투아니아,108,2022-12-01,2022-12,겨울
2023,1,리투아니아,113,2023-01-01,2023-01,겨울
2023,2,리투아니아,137,2023-02-01,2023-02,겨울
2023,3,리투아니아,349,2023-03-01,2023-03,봄
2023,4,리투아니아,351,2023-04-01,2023-04,봄
2023,5,리투아니아,238,2023-05-01,2023-05,봄
2023,6,리투아니아,248,2023-06-01,2023-06,여름
2023,7,리투아니아,279,2023-07-01,2023-07,여름
2023,8,리투아니아,259,2023-08-01,2023-08,여름
2023,9,리투아니아,340,2023-09-01,2023-09,가을
2023,10,리투아니아,459,2023-10-01,2023-10,가을
2023,11,리투아니아,302,2023-11-01,2023-11,가을
2023,12,리투아니아,204,2023-12-01,2023-12,겨울
2024,1,리투아니아,182,2024-01-01,2024-01,겨울
2024,2,리투아니아,221,2024-02-01,2024-02,겨울
2024,3,리투아니아,542,2024-03-01,2024-03,봄
2024,4,리투아니아,522,2024-04-01,2024-04,봄
2024,5,리투아니아,486,2024-05-01,2024-05,봄
2024,6,리투아니아,371,2024-06-01,2024-06,여름
2024,7,리투아니아,323,2024-07-01,2024-07,여름
2024,8,리투아니아,400,2024-08-01,2024-08,여름
2024,9,리투아니아,446,2024-09-01,2024-09,가을
2024,10,리투아니아,591,2024-10-01,2024-10,가을
2024,11,리투아니아,432,2024-11-01,2024-11,가을
2024,12,리투아니아,239,2024-12-01,2024-12,겨울
2022,1,마카오,3,2022-01-01,2022-01,겨울
2022,2,마카오,2,2022-02-01,2022-02,겨울
2022,3,마카오,5,2022-03-01,2022-03,봄
2022,4,마카오,6,2022-04-01,2022-04,봄
2022,5,마카오,8,2022-05-01,2022-05,봄
2022,6,마카오,7,2022-06-01,2022-06,여름
2022,7,마카오,17,2022-07-01,2022-07,여름
2022,8,마카오,41,2022-08-01,2022-08,여름
2022,9,마카오,44,2022-09-01,2022-09,가을
2022,10,마카오,76,2022-10-01,2022-10,가을
2022,11,마카오,97,2022-11-01,2022-11,가을
2022,12,마카오,145,2022-12-01,2022-12,겨울
2023,1,마카오,251,2023-01-01,2023-01,겨울
2023,2,마카오,351,2023-02-01,2023-02,겨울
2023,3,마카오,818,2023-03-01,2023-03,봄
2023,4,마카오,1430,2023-04-01,2023-04,봄
2023,5,마카오,1951,2023-05-01,2023-05,봄
2023,6,마카오,2256,2023-06-01,2023-06,여름
2023,7,마카오,3541,2023-07-01,2023-07,여름
2023,8,마카오,4420,2023-08-01,2023-08,여름
2023,9,마카오,2238,2023-09-01,2023-09,가을
2023,10,마카오,2644,2023-10-01,2023-10,가을
2023,11,마카오,2947,2023-11-01,2023-11,가을
2023,12,마카오,4754,2023-12-01,2023-12,겨울
2024,1,마카오,1598,2024-01-01,2024-01,겨울
2024,2,마카오,3421,2024-02-01,2024-02,겨울
2024,3,마카오,3691,2024-03-01,2024-03,봄
2024,4,마카오,2808,2024-04-01,2024-04,봄
2024,5,마카오,2922,2024-05-01,2024-05,봄
2024,6,마카오,3198,2024-06-01,2024-06,여름
2024,7,마카오,5757,2024-07-01,2024-07,여름
2024,8,마카오,6541,2024-08-01,2024-08,여름
2024,9,마카오,2826,2024-09-01,2024-09,가을
2024,10,마카오,3305,2024-10-01,2024-10,가을
2024,11,마카오,3618,2024-11-01,2024-11,가을
2024,12,마카오,5762,2024-12-01,2024-12,겨울
2022,1,말레이시아,572,2022-01-01,2022-01,겨울
2022,2,말레이시아,1000,2022-02-01,2022-02,겨울
2022,3,말레이시아,642,2022-03-01,2022-03,봄
2022,4,말레이시아,1305,2022-04-01,2022-04,봄
2022,5,말레이시아,2458,2022-05-01,2022-05,봄
2022,6,말레이시아,3463,2022-06-01,2022-06,여름
2022,7,말레이시아,3845,2022-07-01,2022-07,여름
2022,8,말레이시아,4897,2022-08-01,2022-08,여름
2022,9,말레이시아,6433,2022-09-01,2022-09,가을
2022,10,말레이시아,12408,2022-10-01,2022-10,가을
2022,11,말레이시아,13173,2022-11-01,2022-11,가을
2022,12,말레이시아,20792,2022-12-01,2022-12,겨울
2023,1,말레이시아,11190,2023-01-01,2023-01,겨울
2023,2,말레이시아,16586,2023-02-01,2023-02,겨울
2023,3,말레이시아,23644,2023-03-01,2023-03,봄
2023,4,말레이시아,25770,2023-04-01,2023-04,봄
2023,5,말레이시아,21635,2023-05-01,2023-05,봄
2023,6,말레이시아,15882,2023-06-01,2023-06,여름
2023,7,말레이시아,11457,2023-07-01,2023-07,여름
2023,8,말레이시아,15639,2023-08-01,2023-08,여름
2023,9,말레이시아,21964,2023-09-01,2023-09,가을
2023,10,말레이시아,33466,2023-10-01,2023-10,가을
2023,11,말레이시아,30662,2023-11-01,2023-11,가을
2023,12,말레이시아,33208,2023-12-01,2023-12,겨울
2024,1,말레이시아,17017,2024-01-01,2024-01,겨울
2024,2,말레이시아,29679,2024-02-01,2024-02,겨울
2024,3,말레이시아,25412,2024-03-01,2024-03,봄
2024,4,말레이시아,32137,2024-04-01,2024-04,봄
2024,5,말레이시아,27509,2024-05-01,2024-05,봄
2024,6,말레이시아,16250,2024-06-01,2024-06,여름
2024,7,말레이시아,12393,2024-07-01,2024-07,여름
2024,8,말레이시아,13042,2024-08-01,2024-08,여름
2024,9,말레이시아,29500,2024-09-01,2024-09,가을
2024,10,말레이시아,37176,2024-10-01,2024-10,가을
2024,11,말레이시아,30766,2024-11-01,2024-11,가을
2024,12,말레이시아,31528,2024-12-01,2024-12,겨울
2022,1,멕시코,275,2022-01-01,2022-01,겨울
2022,2,멕시코,461,2022-02-01,2022-02,겨울
2022,3,멕시코,307,2022-03-01,2022-03,봄
2022,4,멕시코,531,2022-04-01,2022-04,봄
2022,5,멕시코,601,2022-05-01,2022-05,봄
2022,6,멕시코,569,2022-06-01,2022-06,여름
2022,7,멕시코,676,2022-07-01,2022-07,여름
2022,8,멕시코,925,2022-08-01,2022-08,여름
2022,9,멕시코,1100,2022-09-01,2022-09,가을
2022,10,멕시코,1316,2022-10-01,2022-10,가을
2022,11,멕시코,1132,2022-11-01,2022-11,가을
2022,12,멕시코,1025,2022-12-01,2022-12,겨울
2023,1,멕시코,844,2023-01-01,2023-01,겨울
2023,2,멕시코,880,2023-02-01,2023-02,겨울
2023,3,멕시코,1458,2023-03-01,2023-03,봄
2023,4,멕시코,2547,2023-04-01,2023-04,봄
2023,5,멕시코,1766,2023-05-01,2023-05,봄
2023,6,멕시코,1601,2023-06-01,2023-06,여름
2023,7,멕시코,2886,2023-07-01,2023-07,여름
2023,8,멕시코,2158,2023-08-01,2023-08,여름
2023,9,멕시코,2177,2023-09-01,2023-09,가을
2023,10,멕시코,2681,2023-10-01,2023-10,가을
2023,11,멕시코,2018,2023-11-01,2023-11,가을
2023,12,멕시코,1557,2023-12-01,2023-12,겨울
2024,1,멕시코,1272,2024-01-01,2024-01,겨울
2024,2,멕시코,1362,2024-02-01,2024-02,겨울
2024,3,멕시코,3108,2024-03-01,2024-03,봄
2024,4,멕시코,2964,2024-04-01,2024-04,봄
2024,5,멕시코,2489,2024-05-01,2024-05,봄
2024,6,멕시코,2586,2024-06-01,2024-06,여름
2024,7,멕시코,3950,2024-07-01,2024-07,여름
2024,8,멕시코,8233,2024-08-01,2024-08,여름
2024,9,멕시코,8382,2024-09-01,2024-09,가을
2024,10,멕시코,10485,2024-10-01,2024-10,가을
2024,11,멕시코,8068,2024-11-01,2024-11,가을
2024,12,멕시코,5524,2024-12-01,2024-12,겨울
2022,1,모로코,77,2022-01-01,2022-01,겨울
2022,2,모로코,137,2022-02-01,2022-02,겨울
2022,3,모로코,101,2022-03-01,2022-03,봄
2022,4,모로코,92,2022-04-01,2022-04,봄
2022,5,모로코,213,2022-05-01,2022-05,봄
2022,6,모로코,213,2022-06-01,2022-06,여름
2022,7,모로코,223,2022-07-01,2022-07,여름
2022,8,모로코,392,2022-08-01,2022-08,여름
2022,9,모로코,309,2022-09-01,2022-09,가을
2022,10,모로코,368,2022-10-01,2022-10,가을
2022,11,모로코,332,2022-11-01,2022-11,가을
2022,12,모로코,330,2022-12-01,2022-12,겨울
2023,1,모로코,211,2023-01-01,2023-01,겨울
2023,2,모로코,294,2023-02-01,2023-02,겨울
2023,3,모로코,270,2023-03-01,2023-03,봄
2023,4,모로코,262,2023-04-01,2023-04,봄
2023,5,모로코,422,2023-05-01,2023-05,봄
2023,6,모로코,317,2023-06-01,2023-06,여름
2023,7,모로코,421,2023-07-01,2023-07,여름
2023,8,모로코,646,2023-08-01,2023-08,여름
2023,9,모로코,403,2023-09-01,2023-09,가을
2023,10,모로코,442,2023-10-01,2023-10,가을
2023,11,모로코,362,2023-11-01,2023-11,가을
2023,12,모로코,400,2023-12-01,2023-12,겨울
2024,1,모로코,293,2024-01-01,2024-01,겨울
2024,2,모로코,336,2024-02-01,2024-02,겨울
2024,3,모로코,275,2024-03-01,2024-03,봄
2024,4,모로코,512,2024-04-01,2024-04,봄
2024,5,모로코,530,2024-05-01,2024-05,봄
2024,6,모로코,395,2024-06-01,2024-06,여름
2024,7,모로코,404,2024-07-01,2024-07,여름
2024,8,모로코,765,2024-08-01,2024-08,여름
2024,9,모로코,545,2024-09-01,2024-09,가을
2024,10,모로코,560,2024-10-01,2024-10,가을
2024,11,모로코,385,2024-11-01,2024-11,가을
2024,12,모로코,342,2024-12-01,2024-12,겨울
2022,1,몽골,744,2022-01-01,2022-01,겨울
2022,2,몽골,1328,2022-02-01,2022-02,겨울
2022,3,몽골,1448,2022-03-01,2022-03,봄
2022,4,몽골,1243,2022-04-01,2022-04,봄
2022,5,몽골,1408,2022-05-01,2022-05,봄
2022,6,몽골,4193,2022-06-01,2022-06,여름
2022,7,몽골,6392,2022-07-01,2022-07,여름
2022,8,몽골,9771,2022-08-01,2022-08,여름
2022,9,몽골,9551,2022-09-01,2022-09,가을
2022,10,몽골,8391,2022-10-01,2022-10,가을
2022,11,몽골,10350,2022-11-01,2022-11,가을
2022,12,몽골,12327,2022-12-01,2022-12,겨울
2023,1,몽골,13012,2023-01-01,2023-01,겨울
2023,2,몽골,10424,2023-02-01,2023-02,겨울
2023,3,몽골,12860,2023-03-01,2023-03,봄
2023,4,몽골,10305,2023-04-01,2023-04,봄
2023,5,몽골,10371,2023-05-01,2023-05,봄
2023,6,몽골,13617,2023-06-01,2023-06,여름
2023,7,몽골,11733,2023-07-01,2023-07,여름
2023,8,몽골,12824,2023-08-01,2023-08,여름
2023,9,몽골,12497,2023-09-01,2023-09,가을
2023,10,몽골,10965,2023-10-01,2023-10,가을
2023,11,몽골,11493,2023-11-01,2023-11,가을
2023,12,몽골,11537,2023-12-01,2023-12,겨울
2024,1,몽골,13098,2024-01-01,2024-01,겨울
2024,2,몽골,10676,2024-02-01,2024-02,겨울
2024,3,몽골,11186,2024-03-01,2024-03,봄
2024,4,몽골,9984,2024-04-01,2024-04,봄
2024,5,몽골,11260,2024-05-01,2024-05,봄
2024,6,몽골,13060,2024-06-01,2024-06,여름
2024,7,몽골,13190,2024-07-01,2024-07,여름
2024,8,몽골,14298,2024-08-01,2024-08,여름
2024,9,몽골,15384,2024-09-01,2024-09,가을
2024,10,몽골,13096,2024-10-01,2024-10,가을
2024,11,몽골,12030,2024-11-01,2024-11,가을
2024,12,몽골,12939,2024-12-01,2024-12,겨울
2022,1,미국,20123,2022-01-01,2022-01,겨울
2022,2,미국,21360,2022-02-01,2022-02,겨울
2022,3,미국,22817,2022-03-01,2022-03,봄
2022,4,미국,35858,2022-04-01,2022-04,봄
2022,5,미국,46905,2022-05-01,2022-05,봄
2022,6,미국,60140,2022-06-01,2022-06,여름
2022,7,미국,59836,2022-07-01,2022-07,여름
2022,8,미국,57244,2022-08-01,2022-08,여름
2022,9,미국,65182,2022-09-01,2022-09,가을
2022,10,미국,80476,2022-10-01,2022-10,가을
2022,11,미국,71832,2022-11-01,2022-11,가을
2022,12,미국,68331,2022-12-01,2022-12,겨울
2023,1,미국,56230,2023-01-01,2023-01,겨울
2023,2,미국,52260,2023-02-01,2023-02,겨울
2023,3,미국,95729,2023-03-01,2023-03,봄
2023,4,미국,115286,2023-04-01,2023-04,봄
2023,5,미국,108300,2023-05-01,2023-05,봄
2023,6,미국,130163,2023-06-01,2023-06,여름
2023,7,미국,114075,2023-07-01,2023-07,여름
2023,8,미국,91366,2023-08-01,2023-08,여름
2023,9,미국,103210,2023-09-01,2023-09,가을
2023,10,미국,121993,2023-10-01,2023-10,가을
2023,11,미국,99785,2023-11-01,2023-11,가을
2023,12,미국,83870,2023-12-01,2023-12,겨울
2024,1,미국,69680,2024-01-01,2024-01,겨울
2024,2,미국,74346,2024-02-01,2024-02,겨울
2024,3,미국,127595,2024-03-01,2024-03,봄
2024,4,미국,129035,2024-04-01,2024-04,봄
2024,5,미국,129931,2024-05-01,2024-05,봄
2024,6,미국,159042,2024-06-01,2024-06,여름
2024,7,미국,129211,2024-07-01,2024-07,여름
2024,8,미국,111326,2024-08-01,2024-08,여름
2024,9,미국,117734,2024-09-01,2024-09,가을
2024,10,미국,150156,2024-10-01,2024-10,가을
2024,11,미국,115359,2024-11-01,2024-11,가을
2024,12,미국,102818,2024-12-01,2024-12,겨울
2022,1,미얀마,5228,2022-01-01,2022-01,겨울
2022,2,미얀마,4308,2022-02-01,2022-02,겨울
2022,3,미얀마,4845,2022-03-01,2022-03,봄
2022,4,미얀마,4742,2022-04-01,2022-04,봄
2022,5,미얀마,5634,2022-05-01,2022-05,봄
2022,6,미얀마,5306,2022-06-01,2022-06,여름
2022,7,미얀마,6678,2022-07-01,2022-07,여름
2022,8,미얀마,6653,2022-08-01,2022-08,여름
2022,9,미얀마,5988,2022-09-01,2022-09,가을
2022,10,미얀마,7240,2022-10-01,2022-10,가을
2022,11,미얀마,5501,2022-11-01,2022-11,가을
2022,12,미얀마,4178,2022-12-01,2022-12,겨울
2023,1,미얀마,3253,2023-01-01,2023-01,겨울
2023,2,미얀마,3305,2023-02-01,2023-02,겨울
2023,3,미얀마,5276,2023-03-01,2023-03,봄
2023,4,미얀마,4203,2023-04-01,2023-04,봄
2023,5,미얀마,4490,2023-05-01,2023-05,봄
2023,6,미얀마,4806,2023-06-01,2023-06,여름
2023,7,미얀마,5034,2023-07-01,2023-07,여름
2023,8,미얀마,5571,2023-08-01,2023-08,여름
2023,9,미얀마,5306,2023-09-01,2023-09,가을
2023,10,미얀마,5276,2023-10-01,2023-10,가을
2023,11,미얀마,4833,2023-11-01,2023-11,가을
2023,12,미얀마,5859,2023-12-01,2023-12,겨울
2024,1,미얀마,5191,2024-01-01,2024-01,겨울
2024,2,미얀마,5588,2024-02-01,2024-02,겨울
2024,3,미얀마,5828,2024-03-01,2024-03,봄
2024,4,미얀마,5400,2024-04-01,2024-04,봄
2024,5,미얀마,6502,2024-05-01,2024-05,봄
2024,6,미얀마,6306,2024-06-01,2024-06,여름
2024,7,미얀마,6242,2024-07-01,2024-07,여름
2024,8,미얀마,8092,2024-08-01,2024-08,여름
2024,9,미얀마,7565,2024-09-01,2024-09,가을
2024,10,미얀마,7016,2024-10-01,2024-10,가을
2024,11,미얀마,6595,2024-11-01,2024-11,가을
2024,12,미얀마,6632,2024-12-01,2024-12,겨울
2022,1,방글라데시,748,2022-01-01,2022-01,겨울
2022,2,방글라데시,726,2022-02-01,2022-02,겨울
2022,3,방글라데시,935,2022-03-01,2022-03,봄
2022,4,방글라데시,1145,2022-04-01,2022-04,봄
2022,5,방글라데시,1138,2022-05-01,2022-05,봄
2022,6,방글라데시,1261,2022-06-01,2022-06,여름
2022,7,방글라데시,1389,2022-07-01,2022-07,여름
2022,8,방글라데시,2047,2022-08-01,2022-08,여름
2022,9,방글라데시,1474,2022-09-01,2022-09,가을
2022,10,방글라데시,1278,2022-10-01,2022-10,가을
2022,11,방글라데시,1928,2022-11-01,2022-11,가을
2022,12,방글라데시,1845,2022-12-01,2022-12,겨울
2023,1,방글라데시,1421,2023-01-01,2023-01,겨울
2023,2,방글라데시,1522,2023-02-01,2023-02,겨울
2023,3,방글라데시,1872,2023-03-01,2023-03,봄
2023,4,방글라데시,1224,2023-04-01,2023-04,봄
2023,5,방글라데시,1834,2023-05-01,2023-05,봄
2023,6,방글라데시,1204,2023-06-01,2023-06,여름
2023,7,방글라데시,2262,2023-07-01,2023-07,여름
2023,8,방글라데시,2303,2023-08-01,2023-08,여름
2023,9,방글라데시,1665,2023-09-01,2023-09,가을
2023,10,방글라데시,2340,2023-10-01,2023-10,가을
2023,11,방글라데시,1475,2023-11-01,2023-11,가을
2023,12,방글라데시,1843,2023-12-01,2023-12,겨울
2024,1,방글라데시,1777,2024-01-01,2024-01,겨울
2024,2,방글라데시,2467,2024-02-01,2024-02,겨울
2024,3,방글라데시,2125,2024-03-01,2024-03,봄
2024,4,방글라데시,1713,2024-04-01,2024-04,봄
2024,5,방글라데시,2076,2024-05-01,2024-05,봄
2024,6,방글라데시,1519,2024-06-01,2024-06,여름
2024,7,방글라데시,2313,2024-07-01,2024-07,여름
2024,8,방글라데시,3133,2024-08-01,2024-08,여름
2024,9,방글라데시,2693,2024-09-01,2024-09,가을
2024,10,방글라데시,1848,2024-10-01,2024-10,가을
2024,11,방글라데시,1814,2024-11-01,2024-11,가을
2024,12,방글라데시,1802,2024-12-01,2024-12,겨울
2022,1,베트남,2660,2022-01-01,2022-01,겨울
2022,2,베트남,6372,2022-02-01,2022-02,겨울
2022,3,베트남,7579,2022-03-01,2022-03,봄
2022,4,베트남,8183,2022-04-01,2022-04,봄
2022,5,베트남,11594,2022-05-01,2022-05,봄
2022,6,베트남,18572,2022-06-01,2022-06,여름
2022,7,베트남,24999,2022-07-01,2022-07,여름
2022,8,베트남,31991,2022-08-01,2022-08,여름
2022,9,베트남,28367,2022-09-01,2022-09,가을
2022,10,베트남,37694,2022-10-01,2022-10,가을
2022,11,베트남,32356,2022-11-01,2022-11,가을
2022,12,베트남,28902,2022-12-01,2022-12,겨울
2023,1,베트남,27923,2023-01-01,2023-01,겨울
2023,2,베트남,42146,2023-02-01,2023-02,겨울
2023,3,베트남,45663,2023-03-01,2023-03,봄
2023,4,베트남,47018,2023-04-01,2023-04,봄
2023,5,베트남,35477,2023-05-01,2023-05,봄
2023,6,베트남,41756,2023-06-01,2023-06,여름
2023,7,베트남,44765,2023-07-01,2023-07,여름
2023,8,베트남,47247,2023-08-01,2023-08,여름
2023,9,베트남,42858,2023-09-01,2023-09,가을
2023,10,베트남,51618,2023-10-01,2023-10,가을
2023,11,베트남,41625,2023-11-01,2023-11,가을
2023,12,베트남,36251,2023-12-01,2023-12,겨울
2024,1,베트남,25649,2024-01-01,2024-01,겨울
2024,2,베트남,50654,2024-02-01,2024-02,겨울
2024,3,베트남,61665,2024-03-01,2024-03,봄
2024,4,베트남,61110,2024-04-01,2024-04,봄
2024,5,베트남,45148,2024-05-01,2024-05,봄
2024,6,베트남,53370,2024-06-01,2024-06,여름
2024,7,베트남,51617,2024-07-01,2024-07,여름
2024,8,베트남,54654,2024-08-01,2024-08,여름
2024,9,베트남,51746,2024-09-01,2024-09,가을
2024,10,베트남,54304,2024-10-01,2024-10,가을
2024,11,베트남,45653,2024-11-01,2024-11,가을
2024,12,베트남,40892,2024-12-01,2024-12,겨울
2022,1,벨기에,220,2022-01-01,2022-01,겨울
2022,2,벨기에,279,2022-02-01,2022-02,겨울
2022,3,벨기에,194,2022-03-01,2022-03,봄
2022,4,벨기에,401,2022-04-01,2022-04,봄
2022,5,벨기에,539,2022-05-01,2022-05,봄
2022,6,벨기에,576,2022-06-01,2022-06,여름
2022,7,벨기에,856,2022-07-01,2022-07,여름
2022,8,벨기에,951,2022-08-01,2022-08,여름
2022,9,벨기에,1035,2022-09-01,2022-09,가을
2022,10,벨기에,1155,2022-10-01,2022-10,가을
2022,11,벨기에,991,2022-11-01,2022-11,가을
2022,12,벨기에,699,2022-12-01,2022-12,겨울
2023,1,벨기에,640,2023-01-01,2023-01,겨울
2023,2,벨기에,735,2023-02-01,2023-02,겨울
2023,3,벨기에,1204,2023-03-01,2023-03,봄
2023,4,벨기에,1821,2023-04-01,2023-04,봄
2023,5,벨기에,1481,2023-05-01,2023-05,봄
2023,6,벨기에,1117,2023-06-01,2023-06,여름
2023,7,벨기에,2777,2023-07-01,2023-07,여름
2023,8,벨기에,1461,2023-08-01,2023-08,여름
2023,9,벨기에,1840,2023-09-01,2023-09,가을
2023,10,벨기에,1864,2023-10-01,2023-10,가을
2023,11,벨기에,1326,2023-11-01,2023-11,가을
2023,12,벨기에,900,2023-12-01,2023-12,겨울
2024,1,벨기에,725,2024-01-01,2024-01,겨울
2024,2,벨기에,890,2024-02-01,2024-02,겨울
2024,3,벨기에,1636,2024-03-01,2024-03,봄
2024,4,벨기에,2456,2024-04-01,2024-04,봄
2024,5,벨기에,1894,2024-05-01,2024-05,봄
2024,6,벨기에,1403,2024-06-01,2024-06,여름
2024,7,벨기에,2012,2024-07-01,2024-07,여름
2024,8,벨기에,1804,2024-08-01,2024-08,여름
2024,9,벨기에,2238,2024-09-01,2024-09,가을
2024,10,벨기에,2358,2024-10-01,2024-10,가을
2024,11,벨기에,1511,2024-11-01,2024-11,가을
2024,12,벨기에,1035,2024-12-01,2024-12,겨울
2022,1,불가리아,219,2022-01-01,2022-01,겨울
2022,2,불가리아,160,2022-02-01,2022-02,겨울
2022,3,불가리아,237,2022-03-01,2022-03,봄
2022,4,불가리아,203,2022-04-01,2022-04,봄
2022,5,불가리아,253,2022-05-01,2022-05,봄
2022,6,불가리아,291,2022-06-01,2022-06,여름
2022,7,불가리아,405,2022-07-01,2022-07,여름
2022,8,불가리아,351,2022-08-01,2022-08,여름
2022,9,불가리아,313,2022-09-01,2022-09,가을
2022,10,불가리아,336,2022-10-01,2022-10,가을
2022,11,불가리아,223,2022-11-01,2022-11,가을
2022,12,불가리아,232,2022-12-01,2022-12,겨울
2023,1,불가리아,169,2023-01-01,2023-01,겨울
2023,2,불가리아,154,2023-02-01,2023-02,겨울
2023,3,불가리아,366,2023-03-01,2023-03,봄
2023,4,불가리아,611,2023-04-01,2023-04,봄
2023,5,불가리아,491,2023-05-01,2023-05,봄
2023,6,불가리아,386,2023-06-01,2023-06,여름
2023,7,불가리아,367,2023-07-01,2023-07,여름
2023,8,불가리아,366,2023-08-01,2023-08,여름
2023,9,불가리아,539,2023-09-01,2023-09,가을
2023,10,불가리아,571,2023-10-01,2023-10,가을
2023,11,불가리아,373,2023-11-01,2023-11,가을
2023,12,불가리아,245,2023-12-01,2023-12,겨울
2024,1,불가리아,278,2024-01-01,2024-01,겨울
2024,2,불가리아,271,2024-02-01,2024-02,겨울
2024,3,불가리아,998,2024-03-01,2024-03,봄
2024,4,불가리아,812,2024-04-01,2024-04,봄
2024,5,불가리아,517,2024-05-01,2024-05,봄
2024,6,불가리아,474,2024-06-01,2024-06,여름
2024,7,불가리아,423,2024-07-01,2024-07,여름
2024,8,불가리아,549,2024-08-01,2024-08,여름
2024,9,불가리아,694,2024-09-01,2024-09,가을
2024,10,불가리아,772,2024-10-01,2024-10,가을
2024,11,불가리아,451,2024-11-01,2024-11,가을
2024,12,불가리아,360,2024-12-01,2024-12,겨울
2022,1,브라질,217,2022-01-01,2022-01,겨울
2022,2,브라질,275,2022-02-01,2022-02,겨울
2022,3,브라질,203,2022-03-01,2022-03,봄
2022,4,브라질,415,2022-04-01,2022-04,봄
2022,5,브라질,590,2022-05-01,2022-05,봄
2022,6,브라질,734,2022-06-01,2022-06,여름
2022,7,브라질,768,2022-07-01,2022-07,여름
2022,8,브라질,908,2022-08-01,2022-08,여름
2022,9,브라질,935,2022-09-01,2022-09,가을
2022,10,브라질,1452,2022-10-01,2022-10,가을
2022,11,브라질,1164,2022-11-01,2022-11,가을
2022,12,브라질,1199,2022-12-01,2022-12,겨울
2023,1,브라질,1155,2023-01-01,2023-01,겨울
2023,2,브라질,1054,2023-02-01,2023-02,겨울
2023,3,브라질,1636,2023-03-01,2023-03,봄
2023,4,브라질,2205,2023-04-01,2023-04,봄
2023,5,브라질,2101,2023-05-01,2023-05,봄
2023,6,브라질,1499,2023-06-01,2023-06,여름
2023,7,브라질,2979,2023-07-01,2023-07,여름
2023,8,브라질,2006,2023-08-01,2023-08,여름
2023,9,브라질,1957,2023-09-01,2023-09,가을
2023,10,브라질,2863,2023-10-01,2023-10,가을
2023,11,브라질,2208,2023-11-01,2023-11,가을
2023,12,브라질,1733,2023-12-01,2023-12,겨울
2024,1,브라질,1937,2024-01-01,2024-01,겨울
2024,2,브라질,1721,2024-02-01,2024-02,겨울
2024,3,브라질,3080,2024-03-01,2024-03,봄
2024,4,브라질,3589,2024-04-01,2024-04,봄
2024,5,브라질,3072,2024-05-01,2024-05,봄
2024,6,브라질,2483,2024-06-01,2024-06,여름
2024,7,브라질,2752,2024-07-01,2024-07,여름
2024,8,브라질,2490,2024-08-01,2024-08,여름
2024,9,브라질,2831,2024-09-01,2024-09,가을
2024,10,브라질,4219,2024-10-01,2024-10,가을
2024,11,브라질,3183,2024-11-01,2024-11,가을
2024,12,브라질,2646,2024-12-01,2024-12,겨울
2022,1,브루나이,5,2022-01-01,2022-01,겨울
2022,2,브루나이,55,2022-02-01,2022-02,겨울
2022,3,브루나이,4,2022-03-01,2022-03,봄
2022,4,브루나이,1,2022-04-01,2022-04,봄
2022,5,브루나이,17,2022-05-01,2022-05,봄
2022,6,브루나이,31,2022-06-01,2022-06,여름
2022,7,브루나이,48,2022-07-01,2022-07,여름
2022,8,브루나이,128,2022-08-01,2022-08,여름
2022,9,브루나이,73,2022-09-01,2022-09,가을
2022,10,브루나이,97,2022-10-01,2022-10,가을
2022,11,브루나이,180,2022-11-01,2022-11,가을
2022,12,브루나이,822,2022-12-01,2022-12,겨울
2023,1,브루나이,304,2023-01-01,2023-01,겨울
2023,2,브루나이,392,2023-02-01,2023-02,겨울
2023,3,브루나이,271,2023-03-01,2023-03,봄
2023,4,브루나이,601,2023-04-01,2023-04,봄
2023,5,브루나이,418,2023-05-01,2023-05,봄
2023,6,브루나이,413,2023-06-01,2023-06,여름
2023,7,브루나이,396,2023-07-01,2023-07,여름
2023,8,브루나이,591,2023-08-01,2023-08,여름
2023,9,브루나이,342,2023-09-01,2023-09,가을
2023,10,브루나이,573,2023-10-01,2023-10,가을
2023,11,브루나이,702,2023-11-01,2023-11,가을
2023,12,브루나이,1754,2023-12-01,2023-12,겨울
2024,1,브루나이,484,2024-01-01,2024-01,겨울
2024,2,브루나이,493,2024-02-01,2024-02,겨울
2024,3,브루나이,548,2024-03-01,2024-03,봄
2024,4,브루나이,708,2024-04-01,2024-04,봄
2024,5,브루나이,449,2024-05-01,2024-05,봄
2024,6,브루나이,387,2024-06-01,2024-06,여름
2024,7,브루나이,353,2024-07-01,2024-07,여름
2024,8,브루나이,607,2024-08-01,2024-08,여름
2024,9,브루나이,406,2024-09-01,2024-09,가을
